base_model,trim_name,,0_specsDescription,0_specsLabel,1_specsDescription,1_specsLabel,2_specsDescription,2_specsLabel,bottomCTAHref_decodedValue,,,bottomCTAHref_value,bottomCTAHref_values,,,,,,,,,,,,,,,,,,,,colorizerStartingFrame_values,,,,,featuresURL_values,keyFeatures_decodedValue,,,keyFeatures_values,overrideBuildUrl_decodedValue,,,overrideBuildUrl_value,overrideBuildUrl_values,overrideSearchInventoryUrl_decodedValue,,,overrideSearchInventoryUrl_value,overrideSearchInventoryUrl_values,,,,,primaryFeaturesLabel_values,primaryFeatures_decodedValue,,,primaryFeatures_values,secondaryFeaturesList_decodedValue,secondaryFeaturesList_name,secondaryFeaturesList_valueMapList,secondaryFeaturesList_values,,,,,showBuildCTA_values,,,,,showSearchInventoryCTA_values,specsList_decodedValue,specsList_name,specsList_valueMapList,specsList_values,topLabel_decodedValue,,,,topLabel_values
corollacross,L,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$24,935""]","[""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]","[""31/33""]","[""Seats""]",[5],/corollacross/features/,,,/corollacross/features/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""LED projector low- and high-beam headlights with Automatic High Beams (AHB) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""auto_highbeam\""></sup> "", ""Rear-seat vents"", ""Audio with 8-in. touchscreen and six speakers""]",/configurator/build/step/model/year/2026/series/corollacross/model/6301,,,/configurator/build/step/model/year/2026/series/corollacross/model/6301,,,,,,,,,,,,,,,"[""Toyota Safety Sense\u2122 3.0 (TSS 3.0) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""tss\""></sup>"", ""Wireless Apple CarPlay\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""carplay_wireless\""></sup> & Android Auto\u2122 <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""android_auto_wireless\""></sup> compatibility"", ""7-in. digital gauge cluster"", ""SiriusXM\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""siriusxm\""></sup> 3-month trial subscription"", ""LED projector low- and high-beam headlights with Automatic High Beams (AHB) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""auto_highbeam\""></sup>"", ""Rear-seat vents"", ""Audio with 8-in. touchscreen and six speakers""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.0L 4-Cyl."", ""Front-Wheel Drive (FWD)"", ""Available All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""169 hp; 151 lb.-ft. torque"", ""1500-lb. towing capacity <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""tow\""></sup>""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$24,935""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""31/33""], ""specsDescription"": [""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
corollacross,LE,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$27,265""]","[""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]","[""31/33""]","[""Seats""]",[5],/corollacross/features/,,,/corollacross/features/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Qi-compatible wireless charging <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""qi_wireless\""></sup>"", ""Audio with 8-in. touchscreen and six speakers"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>""]",/configurator/build/step/model/year/2026/series/corollacross/model/6303,,,/configurator/build/step/model/year/2026/series/corollacross/model/6303,,,,,,,,,,,,,,,"[""Qi-compatible wireless charging <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""qi_wireless\""></sup>"", ""Audio with available 10.5-in. multimedia touchscreen and six speakers"", ""7-in. digital gauge cluster"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>"", ""17-in. silver-colored alloy wheels"", ""Smart Key System with Push Button Start "", ""Roof rails"", ""Available moonroof""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.0L 4-Cyl."", ""Front-Wheel Drive (FWD)"", ""Available All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""169 hp; 151 lb.-ft. torque""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$27,265""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""31/33""], ""specsDescription"": [""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
corollacross,XLE,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$29,860""]","[""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]","[""31/33""]","[""Seats""]",[5],/corollacross/features/,,,/corollacross/features/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""18-in. alloy wheels <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""performance\""></sup> with dark gray metallic machined finish "", ""12.3-in. digital gauge cluster"", ""10.5-in. multimedia touchscreen""]",/configurator/build/step/model/year/2026/series/corollacross/model/6305,,,/configurator/build/step/model/year/2026/series/corollacross/model/6305,,,,,,,,,,,,,,,"[""18-in. alloy wheels <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""performance\""></sup> with dark gray metallic machined finish "", ""SofTex\u00ae-trimmed seating with heated front seats (AWD only)"", ""12.3-in. digital gauge cluster "", ""10.5-in. multimedia touchscreen"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup> "", ""Front and Rear Parking Assist with Automatic Braking (PA w/AB) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""pa_ab\""></sup> "", ""Available JBL\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""jbl\""></sup> Premium Audio with nine speakers "", ""Available moonroof"", ""Available power liftgate "", ""Heated steering wheel (AWD)""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.0L 4-Cyl."", ""Front-Wheel Drive (FWD)"", ""Available All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""169 hp; 151 lb.-ft. torque""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$29,860""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""31/33""], ""specsDescription"": [""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
corollacross,Hybrid S,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$29,295""]","[""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]","[""46/39""]","[""Seats""]",[5],/corollacross/features,,,/corollacross/features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Sport styling with sport front grille, front/rear bumpers, and smoked front Toyota emblem with all-black badging including AWD badge"", ""Matte-black heated power outside mirrors"", ""7-in. digital gauge cluster ""]",/configurator/build/step/model/year/2026/series/corollacrosshybrid/model/6312,,,/configurator/build/step/model/year/2026/series/corollacrosshybrid/model/6312,,,,,,,,,,,,,,,"[""Toyota Safety Sense\u2122 3.0 (TSS 3.0) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""tss\""></sup>"", ""Wireless Apple CarPlay\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""carplay_wireless\""></sup> & Android Auto\u2122 <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""android_auto_wireless\""></sup> compatibility"", ""SiriusXM\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""siriusxm\""></sup> 3-month trial subscription"", ""LED projector low- and high-beam headlights with Automatic High Beams (AHB) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""auto_highbeam\""></sup>"", ""Rear-seat vents"", ""Audio with 8-in. touchscreen and six speakers""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.0L 4-Cyl. Hybrid"", ""Electronic On-Demand All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""196 net combined hp""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$29,295""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""46/39""], ""specsDescription"": [""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
corollacross,Hybrid SE,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$30,615""]","[""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]","[""46/39""]","[""Seats""]",[5],/corollacross/features/,,,/corollacross/features/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Qi-compatible wireless charging <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""qi_wireless\""></sup>"", ""Audio with 8-in. touchscreen and six speakers"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>""]",/configurator/build/step/model/year/2026/series/corollacrosshybrid/model/6314,,,/configurator/build/step/model/year/2026/series/corollacrosshybrid/model/6314,,,,,,,,,,,,,,,"[""Qi-compatible wireless charging <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""qi_wireless\""></sup>"", ""Audio with 8-in. touchscreen and six speakers"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>"", ""7-in. digital gauge cluster "", ""17-in. silver-colored alloy wheels"", ""Smart Key System with Push Button Start "", ""Roof rails"", ""Available 10.5-in. multimedia touchscreen"", ""Available moonroof"", ""Available heated front seats"", ""Available heated steering wheel""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.0L 4-Cyl. Hybrid"", ""Electronic On-Demand All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""196 net combined hp""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$30,615""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""46/39""], ""specsDescription"": [""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
corollacross,Hybrid XSE,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$33,330""]","[""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]","[""46/39""]","[""Seats""]",[5],/corollacross/features/,,,/corollacross/features/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""18-in. black-gloss alloy wheels <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""performance\""></sup> with black-painted machined finish"", ""12.3-in. digital gauge cluster"", ""10.5-in. multimedia touchscreen ""]",/configurator/build/step/model/year/2026/series/corollacrosshybrid/model/6316,,,/configurator/build/step/model/year/2026/series/corollacrosshybrid/model/6316,,,,,,,,,,,,,,,"[""18-in. black-gloss alloy wheels <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""performance\""></sup> with black-painted machined finish"", ""LED Daytime Running Lights (DRL) with on/off feature"", ""SofTex\u00ae-trimmed seating with heated front seats"", ""12.3-in. digital gauge cluster"", ""Ambient lighting"", ""10.5-in. multimedia touchscreen"", ""Qi-compatible wireless charging <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""qi_wireless\""></sup>"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>"", ""Front and Rear Parking Assist with Automatic Braking (PA w/AB) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""pa_ab\""></sup>"", ""Available JBL\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""jbl\""></sup> Premium Audio with nine speakers"", ""Available moonroof"", ""Available power liftgate"", ""Heated steering wheel ""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.0L 4-Cyl. Hybrid"", ""Electronic On-Demand All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""196 net combined hp""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$33,330""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""46/39""], ""specsDescription"": [""MPG Est. City/Hwy Rating <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""mpg_2026_corolla_cross\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
rav4,LE,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$29,800""]","[""Est. MPG <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""epa_2025_rav4\""></sup>""]","[""27/35""]","[""Seats""]",[5],/rav4/2025/features,,,/rav4/2025/features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Direct Shift 8-speed Electronically Controlled automatic Transmission"", ""Available All-Wheel Drive (AWD)"", ""Available Multi-Terrain Select (MTS) with MUD & SAND, ROCK & DIRT, SNOW and NORMAL modes""]",,,,,,,,,,,,,,,,,,,"[""Toyota Safety Sense\u2122 2.5 (TSS 2.5) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""tss\""></sup>"", ""LED projector headlights with chrome-finished bezels"", ""8-in. Toyota Audio Multimedia with wireless Apple CarPlay\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""carplay_wireless\""></sup> & Android Auto\u2122 <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""android_auto_wireless\""></sup> compatibility, SiriusXM\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""siriusxm\""></sup> 3-month trial <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""trial\""></sup> "", ""Safety Connect\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""safety_connect_21mm\""></sup> with up to a 10-year trial. 4G network dependent.""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.5L 4-Cyl."", ""Direct Shift 8-speed Electronically Controlled automatic Transmission with intelligence (ECT-i) "", ""Front-Wheel Drive (FWD)"", ""Available All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""4-Cyl.: 203 net combined horsepower; 184 lb.-ft.""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$29,800""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""27/35""], ""specsDescription"": [""Est. MPG <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""epa_2025_rav4\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
rav4,XLE,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$31,310""]","[""Est. MPG <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""epa_2025_rav4\""></sup>""]","[""27/35""]","[""Seats""]",[5],/rav4/2025/features,,,/rav4/2025/features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""17-in. 5-spoke alloy wheels"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>"", ""LED projector headlights with chrome-finished bezels""]",,,,,,,,,,,,,,,,,,,"[""17-in. 5-spoke alloy wheels"", ""Blind Spot Monitor (BSM) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""bsm\""></sup> with Rear Cross-Traffic Alert (RCTA) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""rcta\""></sup>"", ""Dual zone automatic climate control system"", ""Toyota Safety Sense\u2122 2.5 (TSS 2.5) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""tss\""></sup>"", ""LED projector headlights with chrome-finished bezels"", ""8-in. Toyota Audio Multimedia with wireless Apple CarPlay\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""carplay_wireless\""></sup> & Android Auto\u2122 <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""android_auto_wireless\""></sup> compatibility, SiriusXM\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""siriusxm\""></sup> 3-month trial <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""trial\""></sup>"", ""Safety Connect\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""safety_connect_21mm\""></sup> with up to a 10-year trial. 4G network dependent.""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.5L 4-Cyl."", ""Direct Shift 8-speed Electronically Controlled automatic Transmission with intelligence (ECT-i) "", ""Front-Wheel Drive (FWD)"", ""Available All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""4-Cyl.: 203 net combined horsepower; 184 lb.-ft.""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$31,310""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""27/35""], ""specsDescription"": [""Est. MPG <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""epa_2025_rav4\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
rav4,XLE Premium,,"[""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]","[""$34,200""]","[""Est. MPG <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""epa_2025_rav4\""></sup>""]","[""27/35""]","[""Seats""]",[5],/rav4/2025/features,,,/rav4/2025/features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""19-in. multi-spoke metallic-finished alloy wheels"", ""SofTex\u00ae-trimmed seats and power-adjustable driver's seat with available two-position memory function"", ""Power tilt/slide moonroof""]",,,,,,,,,,,,,,,,,,,"[""19-in. multi-spoke metallic-finished alloy wheels"", ""SofTex\u00ae-trimmed seats and power-adjustable driver's seat with available two-position memory function"", ""Power tilt/slide moonroof"", ""Smart Key System on front doors and liftgate"", ""Toyota Safety Sense\u2122 2.5 (TSS 2.5) <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""tss\""></sup>"", ""LED projector headlights with chrome-finished bezels"", ""8-in. Toyota Audio Multimedia with wireless Apple CarPlay\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""carplay_wireless\""></sup> & Android Auto\u2122 <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""android_auto_wireless\""></sup> compatibility, SiriusXM\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""siriusxm\""></sup> 3-month trial <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""trial\""></sup> "", ""Safety Connect\u00ae <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""safety_connect_21mm\""></sup> with up to a 10-year trial. 4G network dependent.""]",,secondaryFeaturesList,"[{""secondaryFeaturesLabel"": [""Drivetrain""], ""secondaryFeatures"": [""2.5L 4-Cyl."", ""Direct Shift 8-speed Electronically Controlled automatic Transmission with intelligence (ECT-i) "", ""Front-Wheel Drive (FWD)"", ""Available All-Wheel Drive (AWD)""]}, {""secondaryFeaturesLabel"": [""Performance""], ""secondaryFeatures"": [""4-Cyl.: 203  net combined horsepower; 184 lb.-ft.""]}]",,,,,,,,,,,,,specsList,"[{""specsLabel"": [""$34,200""], ""specsDescription"": [""Base MSRP <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""msrp_base\""></sup>""]}, {""specsLabel"": [""27/35""], ""specsDescription"": [""Est. MPG <sup tabindex=\""0\"" role=\""button\"" aria-label=\""disclaimer\"" data-disclaimer=\""epa_2025_rav4\""></sup>""]}, {""specsLabel"": [5], ""specsDescription"": [""Seats""]}]",,,,,,
